,Title,Ingredients,Photo
66,Cookbook:Basic Omelet,"['2 eggs and 2 egg whites for a typical (6-inch/15 cm) pan', 'oil', 'Pre-cooked bacon', 'Broccoli or most other seasonal vegetables', 'Black olives', 'Chopped tomatoes , optionally with the seeds and pulp removed', 'Pan-fried garlic , mushrooms , and fennel', 'Zucchini and leeks', ""Cheese , e.g. cheddar , Pecorino Romano , goat's chevre and fresh herbs (e.g. basil )"", 'Any blue cheese', 'Spinach , goat cheese, and pinenuts', 'Sautéed spinach', 'Pancetta', 'Wood-fired or lightly roasted baby potatoes and fresh herbs', 'Wood-fired baby potatoes, mushrooms, and Brie', 'Spanish sausage, mushrooms, and blue cheese', 'Smoked salmon , crispy potatoes and herb sour cream', 'Smoked salmon, Brie, and fresh herbs', 'Prawns and Brie with fennel confit', 'Pancetta, bocconcini, and basil', 'Feta cheese , garlic , and cheddar cheese']",https://en.wikibooks.org/wiki/Special:FilePath/Omelet_With_Fixings.jpg?width=1000
67,Cookbook:Basic Whipped Cream,"['1 cup (0.25 L ) heavy or whipping cream , cold', '1–2 tbsp granulated or powdered sugar to taste (optional)', 'Flavoring of choice (e.g. vanilla ; optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Whipped_Cream.jpg?width=1000
68,Cookbook:Bean Balls,"['2 cups dried black-eyed peas or brown beans', '3–4 fresh scotch bonnet chili peppers', '1 medium onion , chopped', 'Seasoning cubes', 'Salt', 'Groundnut oil or palm oil for deep frying']",https://en.wikibooks.org/wiki/Special:FilePath/Beans_Ball-Akara.jpg?width=1000
69,Cookbook:Beans and Rice,"['1 package (16 oz ) dry beans ( kidney or black beans preferred)', '1 onion , chopped', '1 green bell pepper , chopped', '1 celery stalk, sliced thin', '1 bulb garlic , minced', '2 bay leaves', '1 tsp ground cumin', '1 tsp chili powder', '1 tsp ground basil', 'Olive oil', 'Salt to taste', 'Pepper , to taste', '1–2 whole dried or fresh hot peppers (optional)', '1–2 cups rice']",https://en.wikibooks.org/wiki/Special:FilePath/Rice_and_beans_stew_in_bowl.jpg?width=1000
70,Cookbook:Beef Heart Kabobs (Anticuchos),"['1 beef heart', '2 cloves of garlic', '¼ cup of ground spicy red chili', '2 cups of brown vinegar', '1 teaspoon of ground cumin', '1 teaspoon of achiote ( annatto )', '1 teaspoon of salt', '1 teaspoon of ground black pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Peru_Anticuchos.jpg?width=1000
71,Cookbook:Beef Stew I,"['2 lb (900 g ) beef', '½ cup flour', '¼ cup oil', '1 bay leaf', '1 tsp (5 ml ) marjoram', '1 tsp (5 ml) oregano', '46 fl oz (5 ¾ cup , 1.36 L , or 1 large can) tomato juice', '10 ½ oz (298 g , about 1 ¼ cup , or 300 mL ) double-strength beef broth', '2–4 russet potatoes , or other large non-sweet white baking potatoes', '4 large carrots', '4 stalks of celery']",https://en.wikibooks.org/wiki/Special:FilePath/Cookbook-beef-stew.jpg?width=1000
72,Cookbook:Beef Stir-Fry,"['1 (6–8 oz / 170–225 g ) ribeye steak , sliced thinly across the grain on a bias', 'Salt , to taste', 'Freshly-ground black pepper', '2 tbsp soy sauce', '1–2 Thai bird chilis, finely minced', '1 tbsp minced garlic', '½ large onion , finely diced', 'Peanut (groundnut) oil , for frying', '½ large carrot , peeled and julienned', '¼ cup scallions , julienned', '2 tbsp honey', '1 tbsp rice wine vinegar', '1 tbsp toasted sesame seeds']",https://en.wikibooks.org/wiki/Special:FilePath/Stir-fried_beef%2C_Fire_Town%2C_Montparnasse%2C_Paris_002.jpg?width=1000
73,Cookbook:Beer Bread,"['Flour', 'Salt', 'Beer (warm is better)', 'Baking powder', 'Honey', 'Oil for greasing', 'Total']",https://en.wikibooks.org/wiki/Special:FilePath/Beer_Bread_1.jpg?width=1000
74,Cookbook:Behari Kabab,"['1 tsp cumin seeds', '1 tsp coriander seeds', '1 tsp fennel seeds', '1 tsp mustard seeds', '1 tbsp ginger paste', '1 tbsp garlic paste', '1 tsp garam masala', '1 tsp paprika', '1 tsp chile flakes', '1 tsp turmeric', '1 tsp salt', '2 tbsp yogurt', '2 tbsp lemon juice', '2 tbsp oil', '1 pound beef , lamb , or mutton , cut into small pieces']",https://en.wikibooks.org/wiki/Special:FilePath/Bihari_Kabab_in_Serving_plate.JPG?width=1000
75,Cookbook:Bell Pepper Chili,"['3–3½ pounds ground beef', '6–8 onions , coarsely chopped', '2–3 bell peppers , coarsely chopped', 'Chili powder', 'Garlic salt', '1 can (about 2 cups ) kidney beans', '2 cans (64 ounces ) pureed crushed tomatoes', 'Cooked white rice', 'Cheddar cheese , shredded (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Chili_con_carne_7.jpg?width=1000
76,Cookbook:Beurre Manié,"['¼ cup (60 g ) softened butter', '¼ cup (30 g) all-purpose flour']",https://en.wikibooks.org/wiki/Special:FilePath/Beurre_mani%C3%A9.jpg?width=1000
77,Cookbook:Bhuna Khichuri (Bengali Rice and Lentils),"['1 cup white fragrant rice (e.g Basmati rice or short-grained pilau rice)', '1 cup green gram or red split lentils', '½ cup split dried chickpeas (preferably Bengal variety; optional)', '½ cup garden peas (optional)', '2 tablespoons butter (preferably ghee )', '½ teaspoon turmeric powder', '2 whole green chiles , slit in the middle and optionally de-seeded', 'Salt to taste', '4 cups water for boiling', '2 bay leaves', '4 green cardamom pods', '4 whole cloves', '2 sticks of cinnamon 1 inch long', '¼ teaspoon cumin seeds', '2 cm piece of ginger , finely chopped', '1 medium or 2 small onions , thinly sliced', '2 tablespoons butter preferably ghee', '1 bunch coarsely chopped fresh coriander leaves']",https://en.wikibooks.org/wiki/Special:FilePath/Khichuri-edit.jpg?width=1000
78,Cookbook:Bibimbap,"['2 small carrots', '2 tbsp sesame oil', '2 tbsp ground sesame seeds', '¼ tsp grated garlic', '1–2 pinches salt', '10 oz fresh spinach', '1 tbsp sesame oil', '2 tsp ground sesame seeds', '¼ tsp grated garlic', '8 oz bean sprouts , with beans attached', '2 tsp sesame oil', '1 tsp ground sesame seeds', '¼ tsp grated garlic', '1 pinch salt', '1 tbsp olive or other oil', '1 lb steak', '¼ cup soy sauce', '1 tbsp sesame oil', '1 tbsp ground sesame seeds', '¼ tsp grated garlic', '¾–1 ½ cup white rice, steamed', '3 eggs , cooked over easy', '¾ cup kimchi', '1 cucumber , cut into strips', 'Gochujang', '1 tbsp vegetable oil']",https://en.wikibooks.org/wiki/Special:FilePath/Korean_cuisine-Bibimbap-01.jpg?width=1000
79,Cookbook:Bicol Express,"['1 spoon cooking oil', '1 onion , chopped', '1 head garlic , minced', '1 kg pork belly', '½ kg bagoong alamang (shrimp paste)', ""15 pieces siling labuyo (bird's eye chili)"", '2 spoons sugar', '1 teaspoon black pepper', 'Monosodium glutamate (optional)', '1 can (400 ml ) coconut milk']",https://en.wikibooks.org/wiki/Special:FilePath/Bicol_Express.jpg?width=1000
80,Cookbook:Binagoongan (Sautéed Pork with Shrimp Paste),"['1 lb pork , cut into pieces', '½ lb of baby shrimp', '½ cup of bitter melon', '¼ cup oil', '½ head garlic , crushed', '1 onion , sliced thinly', '1 large tomato , sliced', '½ cup bagoong alamang', '½ cup vinegar', '2 cups water']",https://en.wikibooks.org/wiki/Special:FilePath/4336Cuisine_and_foods_of_Baliuag%2C_Bulacan_08.jpg?width=1000
81,Cookbook:Bint as-Saḥn (Yemenite Layered Pastry),"['1 tsp dried yeast', '3 cups lukewarm water', '¼ cups warm milk', '1 tbsp salt', '1 tbsp granulated sugar', '2 tbsp vegetable oil', '2 eggs', '6 cups white all-purpose flour', '2 cups semolina flour', '½ cup warm margarine (or melted butter )', '2 tbsp black cumin (Nigella sativa)', 'Sesame seeds (optional)', 'Crushed almonds', 'Crushed pistachios']",https://en.wikibooks.org/wiki/Special:FilePath/Bint_al_Sahn.png?width=1000
82,Cookbook:Bison à la Grecque,"['2 lbs bison steak or roast', '2 small onions , halved', '1 small celery stalk, sliced', '1 small carrot , sliced', '1 small green bell pepper , sliced', '1 small fennel bulb, sliced', '1 bay leaf', '1 garlic clove, crushed', '15 coriander seeds', '2 Tbsp melted bison fat', '2 cups veal stock', '1 lemon , halved', '¼ cup butter', '¼ cup flour', '¼ cup dry white wine', '¼ cup cream']",https://en.wikibooks.org/wiki/Special:FilePath/Bison_%C3%A0_la_Grecque.jpg?width=1000
83,Cookbook:Black Forest Cake,"['4 oz (100 g) butter', '8 oz (225 g) brown sugar', '4 oz (100 g) plain chocolate', '7 oz (200 g) self-raising flour', '¼ teaspoon ground cinnamon', '¼ pint sour cream', '3 tablespoons strong cold black coffee', '2 eggs', '1 pinch of salt', '4 oz (100 g) cream flour', '1 pinch of salt', '2 oz (50 g) icing sugar', '2 oz (50 g) Irish butter', '1 egg yolk', 'a few drops of vanilla essence', '1 pint cream', '1 tin (1 lb) black cherries', '4 tablespoons black cherry jam', 'brandy or cherry juice', '4 oz (100 g) grated chocolate']",https://en.wikibooks.org/wiki/Special:FilePath/Black_Forest_gateau.jpg?width=1000
84,Cookbook:Black Forest Torte,"['1¼ cups chocolate wafer crumbs', '¼ cup white granulated sugar', '¼ cup butter , melted', '½ cup butter', '6 squares (6 ounces / 180 g ) semisweet chocolate , chopped', '3 eggs', '⅔ cup white granulated sugar', '1 teaspoon vanilla extract', '¼ teaspoon salt', '⅔ cup all-purpose flour', '1 can (21 ounces / 600 g) cherry pie filling', '2 squares (1 ounce / 30 g) each) semisweet chocolate, chopped', '1 tablespoon heavy whipping cream']",
85,Cookbook:Blackberry Oat Bars (Gluten-Free),"['3 cups whole grain oats', '1 cup almond flour', '1 dash of salt', '½ cup coconut oil , melted', '½ cup packed brown sugar', '¼ cup honey', '1 teaspoon vanilla extract', '¼ teaspoon ground cinnamon', '2 teaspoons almond butter', '2 pints fresh blackberries', '2 tablespoons sugar']",https://en.wikibooks.org/wiki/Special:FilePath/Gluten-Free_Blackberry_Oat_Bars.jpg?width=1000
86,Cookbook:BLT Sandwich,"['Bacon , sliced into rashers', 'Lettuce , washed and shredded, torn, or in whole leaves', 'Ripe tomato , sliced into thin disks', '2 slices of any type of bread', 'Sandwich spread or condiments (e.g., butter , margarine , mayonnaise , cream cheese , or mustard , although mayonnaise is traditional)', 'Ground black pepper , if desired']",https://en.wikibooks.org/wiki/Special:FilePath/BLT_sandwich_%281%29.jpg?width=1000
87,Cookbook:Blue Cheese Dressing,"['2 tbsp (30 ml ) lemon juice or vinegar (cider or white wine)', '2/3 cup (160 ml) buttermilk', '1 cup (230 g ) mayonnaise', '¾ cup (180 g) sour cream', '½ tsp salt', '½ tsp black pepper', '½ tsp garlic powder', '½ tsp onion powder', '4 oz (115 g) any variety of blue cheese']",https://en.wikibooks.org/wiki/Special:FilePath/Blue_cheese_dressing.jpg?width=1000
88,Cookbook:Blueberry Muffin,"['1¾ cups (250 g ) flour', '⅓ cup (65 g) white granulated sugar', '2 teaspoons baking powder', '¼ teaspoon salt', '1 egg , beaten', '¾ cup (180 ml ) milk', '¼ cup (60 ml) cooking oil', '¾ cup (180 ml) blueberries , fresh or frozen']",https://en.wikibooks.org/wiki/Special:FilePath/Blueberry_muffins.jpg?width=1000
89,Cookbook:Boeuf Bourguignon,"['1 kg beef (blade steak or stewing shoulder cut)', '3 large onions , chopped', '1–2 cloves of garlic', '300 g of chopped carrot', '300 g of button mushrooms', 'Bouquet of herbs: basil , rosemary and thyme tied with string', '2–4 cups of red wine', 'Salt', 'Pepper', 'Olive oil', 'Flour']",https://en.wikibooks.org/wiki/Special:FilePath/Boeuf_bourguignon_servi_avec_des_p%C3%A2tes.jpg?width=1000
90,Cookbook:Boiled Sweet Potato,[],https://en.wikibooks.org/wiki/Special:FilePath/Camote_hervido_%28Peru%29.JPG?width=1000
91,Cookbook:Boliche (Cuban Chorizo-Stuffed Roast),"['3–5 lb beef eye round roast', '4 Goya chorizos , quartered lengthwise', '2 tbsp Goya adobo seasoning', '2 large pinches saffron', '6 cloves garlic , minced', '1 large onion , chopped', '1 large green bell pepper', '3 bay leaves', '1–2 heaping tbsp oregano', '3 tbsp green Spanish olives with pimentos', '3 tbsp capers', '2 packets Goya sazon con azafran', '1 cup red wine', '1 can (29 oz) tomato sauce', '¼ cup olive oil', '1 package Badia cilantro']",https://en.wikibooks.org/wiki/Special:FilePath/Boliche.jpg?width=1000
92,Cookbook:Bonda (South Indian Vegetable Fritter),"['2 medium-sized potatoes', '1 medium-sized onions', '3–4 medium-sized green chiles', '2 tbsp , finely- chopped coriander leaves', '1 tsp finely-chopped ginger', '1 tsp finely-chopped Garlic', 'Salt to taste', '4 portions gram flour (besan)', '1 portion rice flour', '½ tsp baking soda', 'Salt to taste', 'Water or beer', 'Oil for frying']",https://en.wikibooks.org/wiki/Special:FilePath/Bonda2.jpg?width=1000
93,Cookbook:Borscht,"['1½ cups thinly- sliced potatoes (about 3 small potatoes)', '1 cup thinly-sliced beets .', '4 cups water', '1–2 tablespoons butter', '1½ cups chopped onion (about ⅓ of a large onion)', '1½ teaspoons salt', '1 stalk celery , chopped', '1 medium carrot , chopped', '3–4 cups shredded cabbage (about ⅓ of a large cabbage)', 'a little fresh-ground black pepper', '1 teaspoon dill weed', '1–2 tablespoons cider vinegar', '1–2 tablespoons brown sugar or honey', '1 cup tomato purée or ¼ to ½ cup tomato paste', 'Sour cream or yogurt', 'Dill weed']",https://en.wikibooks.org/wiki/Special:FilePath/Borscht.jpg?width=1000
94,Cookbook:Brandy Butter,"['75 g unsalted butter', '75 g sieved icing sugar or caster sugar', '2 tbsp brandy']",https://en.wikibooks.org/wiki/Special:FilePath/Brandy_butter.jpg?width=1000
95,Cookbook:Bread Pudding,"['6 slices of bread , with or without crusts. Slightly stale or new bread is acceptable.', '30 g (2 tbsp ) butter , melted', '80 g (½ cup ) raisins (optional)', '4 eggs', '150 g (¾ cup) white granulated sugar', '475 ml (2 cups) milk', '2 g (1 tsp ) ground cinnamon', '5 ml (1 tsp) vanilla extract']",https://en.wikibooks.org/wiki/Special:FilePath/A_slice_of_bread_pudding.JPG?width=1000
96,Cookbook:Breakfast Dürüm,"['4 tbsp butter or olive oil', '1 large lavash or yufka flatbread sheet', '1 tbsp water', '5 thin slices pre-cooked beef sirloin or flank', '4 tbsp', '2 large eggs', '1 tbsp milk', '1 handful of fresh spinach', '½ cup thinly sliced baby bella or Crimini mushrooms', '¼ cup shredded sharp cheddar', '1 grated russet potato', '4 cups water', '½ diced onion', '2 pinches of salt', '2 pinches of paprika', '1 pinch of cumin', '1 pinch of chili powder', '1 pinch of nutmeg', '2 pinches of pepper']",https://en.wikibooks.org/wiki/Special:FilePath/Breakfast_D%C3%BCr%C3%BCm.jpg?width=1000
97,Cookbook:Brigadeiro (Brazilian Chocolate Fudge),"['1 can (395 g ) of sweetened condensed milk', '1 tablespoon of butter', '3 tablespoons of cocoa powder', '1 box (482 g) of chocolate sprinkles']",https://en.wikibooks.org/wiki/Special:FilePath/Brigadeiro.jpg?width=1000
98,Cookbook:Broccoli Salad,"['7–8 cups (700–800 g / 1.5–1.8 lb ) broccoli florets', '7–8 slices of crisp fried bacon , crumbled (smoked bacon works well)', '1 red or sweet onion , chopped (Vidalia are recommended)', '1 apple , chopped (optional)', '1 cup (80 g / 2.8 oz) raisins , plumped in boiling water', '1 cup (250 g / 8.8 oz) mayonnaise', '½ cup (110 g / 3.9 oz) granulated sugar (or equivalent artificial sweetener)', '½ cup (40 g / 1.4 oz) pecans or sunflower seeds', 'dash of cider vinegar or lemon juice']",https://en.wikibooks.org/wiki/Special:FilePath/MayoBroccoliSalad.jpg?width=1000
99,Cookbook:Bryndzové Halušky (Slovak Dumplings with Cheese),"['750 g potatoes , peeled and finely grated', 'Salt (optional)', '250 g all-purpose flour ( hladkej múky )', '250 g bryndze cheese , cut into very small pieces', '100 g bacon ( údenej slaniny ), cooked and cut into small pieces']",https://en.wikibooks.org/wiki/Special:FilePath/Bryndzov%C3%A9_halu%C5%A1ky_so_slaninou.jpg?width=1000
100,Cookbook:Buah Melaka (Malaysian Palm Sugar Dumplings),"['15 pandan leaves', '3 cups water', '3 cups glutinous rice flour', 'Gula melaka palm sugar, cut into small pieces', 'Grated coconut', 'Salt']",https://en.wikibooks.org/wiki/Special:FilePath/Onde-onde.jpg?width=1000
101,Cookbook:Bubble Tea,"['½ cup (125 ml ) cooked boba tapioca pearls', '1 cup (250 ml) crushed ice', '1 cup (250 ml) very strong chilled black tea', '1 cup (250 ml) milk , to taste', 'Honey or granulated sugar , to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Classic_bubble_tea.jpg?width=1000
102,Cookbook:Buchteln (Austrian Sweet Buns),"['Dough', 'Flour', 'Yeast [ note 3 ]', 'White granulated sugar', 'Butter', 'Eggs', 'Salt', 'Lemon (lemon peel )', 'Milk (as required) [ note 4 ]', 'Filling', 'Jam (optional)', 'Pans', 'Cooking oil or butter']",https://en.wikibooks.org/wiki/Special:FilePath/Buchteln_on_plate.jpg?width=1000
103,Cookbook:Buckeyes,"['1 cup (320 g /11 oz ) peanut butter', '2 tablespoons melted butter', '1 teaspoon vanilla', '3 cups (375 g/13.2 oz) powdered sugar', '1 small bag (100 g/3.5 oz) semi-sweet chocolate chips', '25 toothpicks']",https://en.wikibooks.org/wiki/Special:FilePath/Buckeyes_Peanut_Butter_Balls.jpg?width=1000
104,Cookbook:Buckwheat Crêpes,"['500 g buckwheat flour', '1 L water', '1 tsp salt', '1 egg (optional; see note)', 'Butter for cooking', 'Fillings as desired']",https://en.wikibooks.org/wiki/Special:FilePath/Galette_de_sarrasin_compl%C3%A8te_bretonne.jpg?width=1000
105,Cookbook:Bulgarian Tripe Soup (Shkembe Chorba),"['1 tbsp butter', '3½ cup beef stock', '1 ea . onion , chopped fine', '1 tsp salt', '1 ea. bell pepper , cut into thin-strips', '½ tsp dried marjoram', '1 ea. bay leaf', '2 tbsp flour', '2 tbsp parsley , chopped fine', '1 can (6 oz / 180 g ) tomato paste', '1 ea. garlic clove, crushed', '1½ lb (675 g) tripe , cooked', '⅔ cup grated Kashkaval cheese']",https://en.wikibooks.org/wiki/Special:FilePath/Shkembe-chorba.jpg?width=1000
106,Cookbook:Bulgogi,"['1 lb (450 g ) beef suitable for grilling, sliced as thin as possible', '3 green onions , sliced on the bias', '4 button mushrooms (optional), sliced', '½ onion (optional), thinly sliced', '¾ cup soy sauce', '¼ cup white granulated sugar', '¼ cup (4 tbsp ) sesame oil', '4 tsp pepper', '1–2 tbsp minced garlic', '1 tbsp mirin (optional)']",https://en.wikibooks.org/wiki/Special:FilePath/Korean.food-Bulgogi-01.jpg?width=1000
107,Cookbook:Burrito,"['Large flour tortilla', 'Beans (optional)', 'Rice (optional)', 'Pork', 'Ground or shredded beef', 'Ground or shredded chicken', 'Flaked fish', 'Shrimp', 'Chorizo', 'Refried beans', 'Seasoning (e.g. cumin , salt , oregano , black pepper , chilis , etc.)', 'Picadillo', 'Tomatoes', 'Black olives', 'Lettuce', 'Cilantro', 'Avocado', 'Onion , raw or sautéed', 'Garlic , raw or sautéed', 'Mushrooms', 'Chiles', 'Shredded cheese', 'Sour cream', 'Salsa', 'Guacamole']",https://en.wikibooks.org/wiki/Special:FilePath/Papa_chevos_burrito.jpg?width=1000
108,Cookbook:Butter Tea,"['1 tablespoon regular black tea leaves (preferably Nepalese or Indian )', '3 cups whole milk (or 1½ cup half-and-half + 1½ cup water)', '2 tablespoons unsalted butter', 'Salt to taste']",https://en.wikibooks.org/wiki/Special:FilePath/Tibetan_butter_tea.jpg?width=1000
